Intent,Utterance,Response,Language,Keywords,Confidence Threshold
Courses,Do you have one-day intensive driving lessons?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh3re c@n I s33 the cours3s u teach?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,May manual drivng courses ba?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,@n0 ung kl@se f0r 0ff-road driv1ng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,c@n I j0in 4r @ l3ss0n f0r 0ld dr1v3rs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Pno magregister sa defensive drivng class?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng 1-day cours3 f0r manual driv1ng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,@ny l3ssons f0r sp3c1@l dr1ving s1tu@t1ons?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,P@no mk@t@k3 ng cl@ss f0r l@te beginners?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,P@no mk@take ng qu1ck r3view cl@sses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Wht class do u hve for ppl wh@ jus started?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do you offer any truck driving lessons?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Wh@t drving courses for auto trnasmisn?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang lesson nyo sa mga experts na?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,d0 u 0ffer cl@sses 4r highway dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do u hve off-road drving programs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang lesson nyo pra sa beginners?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Meron ba kayong mga beginner courses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,P@no mk@t@k3 ng highway dr1ving course?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Are there any weekend classes?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@t's ur cours3 4r off-road pr@ctice?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,wh@t 1s th3 qu1ck dr1v1ng cl@ss 4 beg1nn3rs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Anong mga advanced driving techniques ang tinuturo niyo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What off-road driving courses do you offer?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Wht drivng clsses do u offer?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,May kurso ba kayo para sa mga estudyanteng may lisensya na?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Any refreshr lessons for vetrans?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Any classes for ppl who wnt to imprve their skills?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Any classes focusing on city traffic drivng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang mga leksyon niyo para sa city driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Any drving classes for truck drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Meron bang one-day course para sa pagmamaneho?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anu ang drivng cours nyo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anung drivng course ang available s weekend?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Any motorcycle driving classes?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do you offer theoretical driving courses for new drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Meron ba kayong practical driving classes?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong mga kurso ang may kasamang road safety?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng courses para sa night driv1ng pr@ctice?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Do you have courses for elderly drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang mga specialized courses niyo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,May offered ba kayong corporate driving training programs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Do you offer courses focused on driving in busy city traffic?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Pno magavail ng motorcycle drivng lesson?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Whts the bst progrm for new drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,P@no mk@l@man kung s@an mk@take ng advanced l3ssons?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong kurso ang bagay sa mga gustong maging professional drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Anong mga kurso niyo para sa mga gustong mag-driving test ulit?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,May lesson ba para s beginners?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,P@no mk@p@pas@ ng motorcycle dr1ving course?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,May classes bng advanced?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Ano ang mga availble lessons pra sa new drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Whts ur best course for city driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@ny cours3s f0r fast r3act1on pr@ctice?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Are there lessons that cover both theory and practical driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do you offer weekend-only courses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,May long-term courses ba kayo para sa mga baguhan?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,@n0 ung kl@se p@ra sa p@ging confident na dr1ver?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,wh@t cl@sses d0 u h@ve for dr1v3rs w1th kids?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Anong mga kursong available para sa off-road driving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,c@n I t@ke a c0urs3 4r c1ty dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Ano ang lesson nyo pra sa mga matatanda?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Do you have courses that fit into a busy schedule?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Whats the course for busy schedules?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Do you have long-term driving courses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Meron bng course pra sa truck drivrs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,P@no mk@sign-up s@ tr@ck driv1ng course?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,@no ung sp3ci@l cl@sses f0r highway driv1ng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,What lessons do you offer for families learning to drive together?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,Wht drivng courses for ppl who want short lessons?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng s3ni0r dr1v1ng cl@sses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,May defensive drivng lesson ba kayo?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Ano ang course nyo para sa teens?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Ano ang mga option ng course para sa automatic transmission?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,d0 u 0ffer c0urs3s for p3ople who f34r dr1v1ng?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@n0 ung f@st cours3 f0r b3ginn3rs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Do you have advanced driving programs?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",English,"course, lesson, program, classes, training",0.6
Courses,@n0 ung s@best cl@ss p@ra sa p@baguhang drivers?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,M@yb@ng spec1@l tr@in1ng f0r r@cecar dr1ving?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
Courses,Meron bang drivers license preparation courses?,"We offer the following courses: TDC, PDC, 4 Wheels Sedan, and Motorcycle.",Filipino,"course, lesson, program, classes, training",0.6
